particle_id	stage	rna_stage	dna_sample_id	rna_sample_name	A	Hm	P	Hr	A_raw	Hm_raw	P_raw	Hr_raw	stage_order
MII_oocyte:0084	MII oocyte	oocyte	GSM2986319	Oocyte #1(RPKM)	0.3494738924667265	0.0571804954891224	0.3163801439601027	0.694639604700115	0.1358293460282802	0.0065711648820044	0.3558315583696919	7.381788202896162	0
MII_oocyte:0085	MII oocyte	oocyte	GSM2986319	Oocyte #2(RPKM)	0.3494738924667265	0.0571804954891224	0.3301224893014873	0.7095020837447127	0.1358293460282802	0.0065711648820044	0.363529979196631	7.476926477091045	0
MII_oocyte:0086	MII oocyte	oocyte	GSM2986319	Oocyte #3(RPKM)	0.3494738924667265	0.0571804954891224	0.3606560991269658	0.7099377008908028	0.1358293460282802	0.0065711648820044	0.3806348162504794	7.479714966370953	0
MII_oocyte:0087	MII oocyte	oocyte	GSM2986320	Oocyte #1(RPKM)	0.2113203151347875	0.0568511241725213	0.3163801439601027	0.694639604700115	0.0821334606847094	0.0065483199292851	0.3558315583696919	7.381788202896162	0
MII_oocyte:0088	MII oocyte	oocyte	GSM2986320	Oocyte #2(RPKM)	0.2113203151347875	0.0568511241725213	0.3301224893014873	0.7095020837447127	0.0821334606847094	0.0065483199292851	0.363529979196631	7.476926477091045	0
MII_oocyte:0089	MII oocyte	oocyte	GSM2986320	Oocyte #3(RPKM)	0.2113203151347875	0.0568511241725213	0.3606560991269658	0.7099377008908028	0.0821334606847094	0.0065483199292851	0.3806348162504794	7.479714966370953	0
MII_oocyte:0090	MII oocyte	oocyte	GSM2986321	Oocyte #1(RPKM)	0.3375305187907894	0.0849722036281792	0.3163801439601027	0.694639604700115	0.1311873379391398	0.0084987773559052	0.3558315583696919	7.381788202896162	0
MII_oocyte:0091	MII oocyte	oocyte	GSM2986321	Oocyte #2(RPKM)	0.3375305187907894	0.0849722036281792	0.3301224893014873	0.7095020837447127	0.1311873379391398	0.0084987773559052	0.363529979196631	7.476926477091045	0
MII_oocyte:0092	MII oocyte	oocyte	GSM2986321	Oocyte #3(RPKM)	0.3375305187907894	0.0849722036281792	0.3606560991269658	0.7099377008908028	0.1311873379391398	0.0084987773559052	0.3806348162504794	7.479714966370953	0
MII_oocyte:0093	MII oocyte	oocyte	GSM2986322	Oocyte #1(RPKM)	0.2581042294200673	0.0451954409868379	0.3163801439601027	0.694639604700115	0.1003168747221907	0.0057398903002698	0.3558315583696919	7.381788202896162	0
