particle_id	stage	A	Hm	P	Hr	to_stage	vA	vHm	vP	vHr
zygote_PN:0004	zygote/PN	0.4892451584571404	0.0482054702310589	0.4013522382247754	0.6868652984984072	2-cell	0.07127248389865898	0.4072887140753161	0.21080333956619401	-0.038396714099431906
zygote_PN:0005	zygote/PN	0.4892451584571404	0.0482054702310589	0.3907628460935798	0.7049087466652678	2-cell	0.07127248389865876	0.40728871407531614	0.2088231057822828	-0.05782419656478177
zygote_PN:0006	zygote/PN	0.6389664760821604	0.1033856559190948	0.4020370225729052	0.6956166575150825	2-cell	-0.035329002136875176	0.37319503340372573	0.2127736849949895	-0.04674538032047171
zygote_PN:0007	zygote/PN	0.6389664760821604	0.1033856559190948	0.4013522382247754	0.6868652984984072	2-cell	-0.03532900213687529	0.3731950334037255	0.21080333956619401	-0.03839671409943202
zygote_PN:0008	zygote/PN	0.6389664760821604	0.1033856559190948	0.3907628460935798	0.7049087466652678	2-cell	-0.035329002136875176	0.37319503340372584	0.20882310578228258	-0.05782419656478188
zygote_PN:0009	zygote/PN	0.064975482789209	0.0367038369946058	0.4020370225729052	0.6956166575150825	2-cell	0.23853603675192453	0.26961230543025244	0.21277368499498972	-0.04674538032047182
zygote_PN:0010	zygote/PN	0.064975482789209	0.0367038369946058	0.4013522382247754	0.6868652984984072	2-cell	0.23853603675192453	0.26961230543025233	0.2108033395661939	-0.03839671409943202
zygote_PN:0011	zygote/PN	0.064975482789209	0.0367038369946058	0.3907628460935798	0.7049087466652678	2-cell	0.23853603675192453	0.2696123054302524	0.20882310578228258	-0.05782419656478177
zygote_PN:0012	zygote/PN	0.7153694528343714	0.1218272793571368	0.4020370225729052	0.6956166575150825	2-cell	-0.10108183070696974	0.36320556005538607	0.2127736849949894	-0.04674538032047182
zygote_PN:0013	zygote/PN	0.7153694528343714	0.1218272793571368	0.4013522382247754	0.6868652984984072	2-cell	-0.10108183070696963	0.3632055600553863	0.2108033395661939	-0.03839671409943202
zygote_PN:0014	zygote/PN	0.7153694528343714	0.1218272793571368	0.3907628460935798	0.7049087466652678	2-cell	-0.10108183070696974	0.36320556005538596	0.2088231057822827	-0.05782419656478199
zygote_PN:0015	zygote/PN	0.0864649455630899	0.0069785950528149	0.4020370225729052	0.6956166575150825	2-cell	0.22312690385564318	0.2942294442532695	0.21277368499498905	-0.04674538032047193
